codice_istat;denominazione_ita_altra;denominazione_ita;denominazione_altra;cap;sigla_provincia;denominazione_provincia;tipologia_provincia;codice_regione;denominazione_regione;tipologia_regione;ripartizione_geografica;flag_capoluogo;codice_belfiore;lat;lon;superficie_kmq
006007;"Altavilla Monferrato";"Altavilla Monferrato";;15041;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A227;44,9928971;8,3756940;11,5771
006008;"Alzano Scrivia";"Alzano Scrivia";;15050;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A245;45,0175412;8,8811864;2,2938
006009;"Arquata Scrivia";"Arquata Scrivia";;15061;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A436;44,6867498;8,8857228;29,0046
006010;Avolasca;Avolasca;;15050;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A523;44,8032980;8,9654715;12,2588
006011;Balzola;Balzola;;15031;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A605;45,1831799;8,4024938;16,9420
006012;Basaluzzo;Basaluzzo;;15060;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A689;44,7682613;8,7058986;15,0979
006013;Bassignana;Bassignana;;15042;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A708;45,0032201;8,7358518;28,6075
006014;"Belforte Monferrato";"Belforte Monferrato";;15070;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A738;44,6243595;8,6616150;8,3075
006015;Bergamasco;Bergamasco;;15022;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A793;44,8271697;8,4552974;13,4729
006016;"Berzano di Tortona";"Berzano di Tortona";;15050;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A813;44,8764084;8,9505903;2,8960
006017;Bistagno;Bistagno;;15012;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A889;44,6619116;8,3685932;17,7020
006018;"Borghetto di Borbera";"Borghetto di Borbera";;15060;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A998;44,7310704;8,9453107;39,4255
006019;"Borgoratto Alessandrino";"Borgoratto Alessandrino";;15013;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B029;44,8365096;8,5393712;6,6151
006020;"Borgo San Martino";"Borgo San Martino";;15032;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B037;45,0891136;8,5236817;9,6998
006021;"Bosco Marengo";"Bosco Marengo";;15062;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B071;44,8220858;8,6760280;44,1476
006022;Bosio;Bosio;;15060;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B080;44,6477472;8,7919887;67,2025
006023;Bozzole;Bozzole;;15040;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B109;45,0679296;8,6049452;9,0394
006024;Brignano-Frascata;Brignano-Frascata;;15050;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B179;44,8119803;9,0408340;17,5082
006025;"Cabella Ligure";"Cabella Ligure";;15060;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B311;44,6732730;9,0964891;46,8182
006026;"Camagna Monferrato";"Camagna Monferrato";;15030;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B453;45,0177406;8,4303099;9,1860
006027;Camino;Camino;;15020;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B482;45,1622111;8,2869967;18,4237
006028;"Cantalupo Ligure";"Cantalupo Ligure";;15060;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B629;44,7189409;9,0443333;24,3352
006029;"Capriata d'Orba";"Capriata d'Orba";;15060;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B701;44,7305138;8,6893322;28,5478
006030;"Carbonara Scrivia";"Carbonara Scrivia";;15050;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B736;44,8497685;8,8706939;5,1461
006031;Carentino;Carentino;;15026;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B765;44,8288246;8,4704528;9,7981
006032;Carezzano;Carezzano;;15051;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B769;44,8067475;8,9000341;10,3474
006033;Carpeneto;Carpeneto;;15071;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B818;44,6772066;8,6062337;13,3606
006034;"Carrega Ligure";"Carrega Ligure";;15060;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B836;44,6192534;9,1759216;55,0782
006035;Carrosio;Carrosio;;15060;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B840;44,6594149;8,8321908;6,9817
006036;Cartosio;Cartosio;;15015;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B847;44,5911636;8,4185599;16,5109
006037;"Casal Cermelli";"Casal Cermelli";;15072;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B870;44,8356911;8,6223328;12,1648
006038;"Casaleggio Boiro";"Casaleggio Boiro";;15070;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B882;44,6340990;8,7314957;12,1727
006039;"Casale Monferrato";"Casale Monferrato";;15033;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B885;45,1349646;8,4525968;85,6197
006040;Casalnoceto;Casalnoceto;;15052;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B902;44,9131294;8,9819561;12,7328
006041;Casasco;Casasco;;15050;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B941;44,8281016;9,0060784;9,1692
006043;Cassine;Cassine;;15016;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C027;44,7482602;8,5254485;32,9171
006044;Cassinelle;Cassinelle;;15070;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C030;44,6067792;8,5604511;23,7110
006045;"Castellania Coppi";"Castellania Coppi";;15051;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C137;44,7988823;8,9305807;7,2056
006046;"Castellar Guidobono";"Castellar Guidobono";;15050;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C142;44,9062539;8,9466930;2,6570
006047;"Castellazzo Bormida";"Castellazzo Bormida";;15073;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C148;44,8453157;8,5769763;45,0956
006048;"Castelletto d'Erro";"Castelletto d'Erro";;15010;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C156;44,6251117;8,3944958;4,8382
006049;"Castelletto d'Orba";"Castelletto d'Orba";;15060;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C158;44,6857757;8,7024214;14,0157
006050;"Castelletto Merli";"Castelletto Merli";;15020;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C160;45,0748354;8,2409256;11,6784
006051;"Castelletto Monferrato";"Castelletto Monferrato";;15040;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C162;44,9799137;8,5652871;9,5728
006052;"Castelnuovo Bormida";"Castelnuovo Bormida";;15017;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C229;44,7436715;8,5462287;13,2364
006053;"Castelnuovo Scrivia";"Castelnuovo Scrivia";;15053;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C243;44,9795135;8,8815635;45,0792
006054;Castelspina;Castelspina;;15070;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C274;44,8041563;8,5826001;5,7453
006055;Cavatore;Cavatore;;15010;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C387;44,6308980;8,4523836;10,8925
006056;"Cella Monte";"Cella Monte";;15034;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C432;45,0747571;8,3905724;5,6568
006057;Cereseto;Cereseto;;15020;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C503;45,0859661;8,3170329;10,2984
006058;"Cerreto Grue";"Cerreto Grue";;15050;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C507;44,8418503;8,9319379;4,7132
006059;"Cerrina Monferrato";"Cerrina Monferrato";;15020;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C531;45,1202094;8,2151674;17,4231
006060;Coniolo;Coniolo;;15030;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C962;45,1469233;8,3720033;10,4725
006061;Conzano;Conzano;;15030;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C977;45,0205887;8,4560113;11,7816
006062;"Costa Vescovato";"Costa Vescovato";;15050;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D102;44,8168279;8,9285906;7,4787
006063;Cremolino;Cremolino;;15010;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D149;44,6374253;8,5857098;14,4701
006065;Denice;Denice;;15010;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D272;44,5987740;8,3339207;7,3246
006066;Dernice;Dernice;;15056;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D277;44,7672660;9,0498189;18,1871
006067;"Fabbrica Curone";"Fabbrica Curone";;15054;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D447;44,7548191;9,1541586;53,6661
006068;Felizzano;Felizzano;;15023;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D528;44,8980383;8,4358404;25,4219
006069;Fraconalto;Fraconalto;;15060;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D559;44,5921246;8,8779788;17,6406
006070;"Francavilla Bisio";"Francavilla Bisio";;15060;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D759;44,7358621;8,7316428;7,8163
006071;Frascaro;Frascaro;;15010;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D770;44,8270373;8,5326729;5,3307
006072;"Frassinello Monferrato";"Frassinello Monferrato";;15035;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D777;45,0315323;8,3866071;8,3842
006073;"Frassineto Po";"Frassineto Po";;15040;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D780;45,1340670;8,5362089;29,6005
006074;Fresonara;Fresonara;;15064;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D797;44,7826853;8,6849203;6,9602
006075;Frugarolo;Frugarolo;;15065;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D813;44,8390548;8,6791373;27,1188
006076;"Fubine Monferrato";"Fubine Monferrato";;15043;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D814;44,9655413;8,4255193;25,0467
006077;Gabiano;Gabiano;;15020;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D835;45,1588575;8,1928585;17,8001
006078;Gamalero;Gamalero;;15010;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D890;44,8085998;8,5429633;12,0335
006079;Garbagna;Garbagna;;15050;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D910;44,7809161;8,9990718;20,5070
006081;Gavi;Gavi;;15066;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D944;44,6883498;8,8037977;44,6965
006082;Giarole;Giarole;;15036;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E015;45,0606860;8,5678515;5,2835
006083;Gremiasco;Gremiasco;;15056;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E164;44,7970616;9,1046930;17,3207
006084;Grognardo;Grognardo;;15010;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E188;44,6298705;8,4913963;9,0638
006085;Grondona;Grondona;;15060;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E191;44,6963933;8,9664722;26,2349
006086;Guazzora;Guazzora;;15050;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E255;45,0135093;8,8449197;2,8938
006087;"Isola Sant'Antonio";"Isola Sant'Antonio";;15050;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E360;45,0308383;8,8503817;23,7039
006088;Lerma;Lerma;;15070;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E543;44,6349790;8,7125102;14,5420
006090;Malvicino;Malvicino;;15015;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E870;44,5597009;8,4141375;8,9753
006091;Masio;Masio;;15024;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F015;44,8692286;8,4081076;22,6788
006092;Melazzo;Melazzo;;15010;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F096;44,6439390;8,4269041;19,5990
006093;Merana;Merana;;15010;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F131;44,5178121;8,2975087;9,5210
006094;"Mirabello Monferrato";"Mirabello Monferrato";;15040;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F232;45,0357373;8,5233843;13,2519
006095;Molare;Molare;;15074;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F281;44,6206359;8,6010896;32,2505
006096;"Molino dei Torti";"Molino dei Torti";;15050;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F293;45,0235475;8,8919854;2,5773
006097;"Mombello Monferrato";"Mombello Monferrato";;15020;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F313;45,1330223;8,2509152;19,6127
006098;Momperone;Momperone;;15050;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F320;44,8386909;9,0346280;8,6262
006099;Moncestino;Moncestino;;15020;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F337;45,1549091;8,1583171;6,5692
006100;"Mongiardino Ligure";"Mongiardino Ligure";;15060;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F365;44,6385546;9,0612637;29,1157
006101;Monleale;Monleale;;15059;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F374;44,8850418;8,9843890;9,5097
006102;Montacuto;Montacuto;;15050;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F387;44,7667560;9,1067452;23,5259
006103;Montaldeo;Montaldeo;;15060;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F403;44,6665318;8,7306334;5,3966
006104;"Montaldo Bormida";"Montaldo Bormida";;15010;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F404;44,6834665;8,5890963;5,6707
006105;Montecastello;Montecastello;;15040;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F455;44,9489154;8,6865903;7,6724
006106;"Montechiaro d'Acqui";"Montechiaro d'Acqui";;15010;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F469;44,5948950;8,3796355;17,3920
006107;Montegioco;Montegioco;;15050;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F518;44,8377323;8,9540495;5,4766
006108;Montemarzino;Montemarzino;;15050;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F562;44,8486860;8,9928682;9,9267
006109;"Morano sul Po";"Morano sul Po";;15025;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F707;45,1639707;8,3656328;17,5375
006110;Morbello;Morbello;;15010;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F713;44,6034876;8,5099954;24,1045
006111;Mornese;Mornese;;15075;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F737;44,6408489;8,7556999;13,2468
006112;Morsasco;Morsasco;;15010;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F751;44,6645899;8,5491272;10,1649
006113;Murisengo;Murisengo;;15020;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F814;45,0835082;8,1371320;15,3750
006114;"Novi Ligure";"Novi Ligure";;15067;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F965;44,7601748;8,7871152;54,9899
006115;Occimiano;Occimiano;;15040;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F995;45,0601811;8,5066720;22,3603
006116;"Odalengo Grande";"Odalengo Grande";;15020;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F997;45,1095002;8,1667229;15,2056
006117;"Odalengo Piccolo";"Odalengo Piccolo";;15020;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F998;45,0719671;8,2095103;7,5761
006118;Olivola;Olivola;;15030;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G042;45,0376601;8,3669236;2,8510
006119;"Orsara Bormida";"Orsara Bormida";;15010;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G124;44,6900971;8,5624583;5,1143
006120;Ottiglio;Ottiglio;;15038;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G193;45,0518549;8,3391379;14,3991
006121;Ovada;Ovada;;15076;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G197;44,6377036;8,6459454;35,4931
006122;Oviglio;Oviglio;;15026;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G199;44,8597705;8,4869081;27,0781
006123;"Ozzano Monferrato";"Ozzano Monferrato";;15039;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G204;45,1018088;8,3762616;15,1320
006124;Paderna;Paderna;;15050;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G215;44,8206420;8,8900557;4,4705
006125;Pareto;Pareto;;15010;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G334;44,5160585;8,3825603;42,1663
006126;"Parodi Ligure";"Parodi Ligure";;15060;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G338;44,6708069;8,7585882;12,5721
006127;Pasturana;Pasturana;;15060;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G367;44,7503965;8,7488816;5,3070
006128;"Pecetto di Valenza";"Pecetto di Valenza";;15040;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G397;44,9897070;8,6705109;11,3680
006129;"Pietra Marazzi";"Pietra Marazzi";;15040;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G619;44,9441247;8,6705203;8,1094
006131;"Pomaro Monferrato";"Pomaro Monferrato";;15040;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G807;45,0638948;8,5951931;13,3491
006132;Pontecurone;Pontecurone;;15055;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G839;44,9589469;8,9358760;29,8913
006133;Pontestura;Pontestura;;15027;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G858;45,1436491;8,3325439;19,1353
006134;Ponti;Ponti;;15010;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G861;44,6273329;8,3652591;11,7869
006135;"Ponzano Monferrato";"Ponzano Monferrato";;15020;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G872;45,0844956;8,2662567;11,6059
006136;Ponzone;Ponzone;;15010;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G877;44,5886374;8,4588849;68,5660
006137;"Pozzol Groppo";"Pozzol Groppo";;15050;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G960;44,8774340;9,0293417;14,5158
006138;"Pozzolo Formigaro";"Pozzolo Formigaro";;15068;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G961;44,7939006;8,7817118;36,3237
006139;Prasco;Prasco;;15010;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G987;44,6423704;8,5527972;5,9831
006140;Predosa;Predosa;;15077;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H021;44,7527923;8,6591881;32,7038
006141;Quargnento;Quargnento;;15044;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H104;44,9448372;8,4876779;36,0505
006142;Quattordio;Quattordio;;15028;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H121;44,8991087;8,4058724;17,8065
006143;Ricaldone;Ricaldone;;15010;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H272;44,7320387;8,4694640;9,9499
006144;"Rivalta Bormida";"Rivalta Bormida";;15010;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H334;44,7112799;8,5503217;10,0881
006145;Rivarone;Rivarone;;15040;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H343;44,9776935;8,7157013;6,3423
006146;"Roccaforte Ligure";"Roccaforte Ligure";;15060;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H406;44,6777279;9,0277673;20,5942
006147;"Rocca Grimalda";"Rocca Grimalda";;15078;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H414;44,6710637;8,6471857;15,4441
006148;"Rocchetta Ligure";"Rocchetta Ligure";;15060;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H465;44,7065387;9,0499964;9,8655
006149;"Rosignano Monferrato";"Rosignano Monferrato";;15030;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H569;45,0798534;8,3990395;19,3034
006150;"Sala Monferrato";"Sala Monferrato";;15030;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H677;45,0755626;8,3582902;7,6049
006151;Sale;Sale;;15045;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H694;44,9849267;8,8091767;45,3322
006152;"San Cristoforo";"San Cristoforo";;15060;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H810;44,6919846;8,7507352;3,4589
006153;"San Giorgio Monferrato";"San Giorgio Monferrato";;15020;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H878;45,1077185;8,4152262;7,1345
006154;"San Salvatore Monferrato";"San Salvatore Monferrato";;15046;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I144;44,9947997;8,5667100;31,7798
006155;"San Sebastiano Curone";"San Sebastiano Curone";;15056;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I150;44,7854846;9,0653733;4,0649
006156;"Sant'Agata Fossili";"Sant'Agata Fossili";;15050;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I190;44,7858309;8,9190034;7,9406
006157;Sardigliano;Sardigliano;;15060;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I429;44,7543691;8,9077369;12,8248
006158;Sarezzano;Sarezzano;;15050;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I432;44,8675981;8,9153832;13,8586
006159;"Serralunga di Crea";"Serralunga di Crea";;15020;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I645;45,1008131;8,2817335;8,9295
006160;"Serravalle Scrivia";"Serravalle Scrivia";;15069;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I657;44,7193252;8,8583485;15,9601
006161;Sezzadio;Sezzadio;;15079;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I711;44,7855617;8,5729603;34,6799
006162;"Silvano d'Orba";"Silvano d'Orba";;15060;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I738;44,6856213;8,6707513;12,1554
006163;Solero;Solero;;15029;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I798;44,9197341;8,5076642;22,6362
006164;Solonghello;Solonghello;;15020;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I808;45,1309437;8,2818208;4,9650
006165;"Spigno Monferrato";"Spigno Monferrato";;15018;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I901;44,5429496;8,3353613;54,1844
006166;"Spineto Scrivia";"Spineto Scrivia";;15050;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I911;44,8375523;8,8723907;3,8076
006167;Stazzano;Stazzano;;15060;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I941;44,7272068;8,8672666;18,2208
006168;Strevi;Strevi;;15019;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I977;44,6986978;8,5224348;15,1015
006169;"Tagliolo Monferrato";"Tagliolo Monferrato";;15070;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L027;44,6390486;8,6683012;26,2577
006170;Tassarolo;Tassarolo;;15060;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L059;44,7265644;8,7695113;7,2619
006171;Terruggia;Terruggia;;15030;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L139;45,0830938;8,4422723;7,4528
006172;Terzo;Terzo;;15010;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L143;44,6694908;8,4211867;8,8837
006173;Ticineto;Ticineto;;15040;AL;Alessandria;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L165;45,0973899;8,5561407;8,0744
